median velocity,median direction,direction dispersion,is wave,#contours,mass center,is steady
12.626,263.238,0.07,False,74,"(43.42, 30.01)",True
11.406,262.126,0.03,False,86,"(41.84, 34.29)",True
12.241,262.704,0.066,False,95,"(42.73, 35.56)",True
11.745,265.629,0.183,False,93,"(42.51, 35.14)",True
12.378,269.493,0.087,False,100,"(40.74, 35.41)",True
13.143,267.561,0.04,False,94,"(43.78, 37.99)",True
13.699,275.692,0.2,False,105,"(44.99, 38.92)",True
13.713,264.651,0.1,False,114,"(41.61, 39.54)",False
14.82,269.766,0.089,False,109,"(43.6, 38.78)",True
14.261,269.253,0.063,False,98,"(47.46, 43.25)",True
14.295,272.72,0.19,False,103,"(45.25, 43.44)",True
15.094,271.896,0.081,False,132,"(46.02, 41.57)",False
15.338,275.459,0.045,False,142,"(43.23, 39.62)",False
13.733,275.746,0.014,False,148,"(46.97, 39.81)",False
15.748,274.552,0.082,False,135,"(47.11, 38.48)",False
16.685,277.423,0.162,False,137,"(45.2, 41.27)",False
18.766,275.686,0.135,False,144,"(49.32, 38.63)",False
14.535,275.776,0.145,False,153,"(49.84, 42.32)",False
13.864,273.787,0.081,False,159,"(51.35, 40.41)",False
17.512,263.847,0.209,False,129,"(49.67, 39.57)",True
11.426,253.047,0.755,False,118,"(51.3, 37.94)",True
12.741,275.295,0.135,False,118,"(50.59, 37.56)",True
11.928,266.357,0.231,False,109,"(51.5, 39.53)",False
14.978,261.385,0.109,False,102,"(47.58, 35.52)",False
14.276,266.406,0.23,False,118,"(49.68, 38.91)",False
18.116,267.143,0.039,False,105,"(49.98, 34.76)",True
12.973,264.044,0.106,False,110,"(50.94, 38.42)",False
14.301,261.295,0.118,False,99,"(50.8, 39.92)",True
12.784,268.022,0.087,False,106,"(49.06, 43.23)",False
18.194,266.982,0.044,False,104,"(49.35, 43.74)",False
17.421,261.787,0.124,False,115,"(52.42, 43.13)",True
16.679,279.307,0.1,False,121,"(51.91, 43.09)",True
15.28,264.81,0.308,False,105,"(52.73, 40.47)",True
11.446,269.036,0.413,False,121,"(51.98, 40.55)",True
14.655,269.639,0.076,False,107,"(52.69, 41.04)",True
12.879,271.605,0.155,False,112,"(51.69, 41.13)",True
11.387,271.106,0.55,False,131,"(51.87, 42.28)",True
10.968,263.044,0.203,False,149,"(51.25, 46.23)",True
11.502,272.251,0.204,False,147,"(49.03, 47.62)",True
10.041,262.521,0.196,False,162,"(51.23, 43.69)",False
11.959,255.258,0.212,False,165,"(51.49, 40.45)",False
11.715,265.04,0.189,False,155,"(50.02, 39.78)",True
9.826,258.413,0.255,False,156,"(50.5, 39.61)",True
10.881,250.613,0.198,False,139,"(50.87, 38.11)",True
9.08,252.56,0.205,False,165,"(50.47, 39.15)",False
11.868,239.455,0.124,False,161,"(52.4, 39.56)",False
13.915,247.087,0.154,False,179,"(52.1, 41.91)",False
10.621,245.882,0.163,False,174,"(55.1, 42.55)",False
8.828,261.681,0.255,False,187,"(54.05, 43.47)",False
9.01,267.826,0.367,False,187,"(53.11, 43.53)",False
8.87,268.257,0.406,False,207,"(51.89, 40.83)",False
8.552,265.394,0.213,False,189,"(51.92, 39.47)",False
10.079,273.75,0.378,False,159,"(53.83, 41.91)",True
9.476,267.331,0.212,False,154,"(50.26, 41.41)",False
9.023,269.134,0.239,False,157,"(55.15, 41.06)",False
9.119,266.799,0.32,False,165,"(53.99, 40.74)",False
8.087,265.688,0.279,False,175,"(54.27, 41.99)",False
7.582,263.217,0.284,False,166,"(54.34, 40.52)",False
6.634,264.49,0.318,False,181,"(57.92, 42.75)",False
6.575,262.021,0.209,False,188,"(55.18, 41.93)",False
6.399,269.168,0.4,False,219,"(56.42, 42.78)",False
7.199,265.272,0.387,False,207,"(57.45, 43.62)",False
5.774,263.008,0.379,False,257,"(55.63, 44.8)",False
7.149,269.355,0.323,False,279,"(58.02, 43.83)",False
6.446,267.631,0.334,False,331,"(57.41, 46.37)",False
5.274,270.41,0.369,False,324,"(57.31, 45.14)",False
5.081,264.003,0.437,False,335,"(59.01, 46.67)",False
4.827,268.244,0.39,False,333,"(59.73, 46.16)",False
4.886,271.392,0.315,False,359,"(59.77, 45.57)",False
5.606,273.335,0.338,False,360,"(58.22, 45.65)",False
5.158,276.562,0.314,False,410,"(57.52, 45.32)",False
5.532,282.476,0.33,False,379,"(59.71, 46.23)",False
5.525,282.569,0.4,False,391,"(59.12, 46.03)",False
4.973,285.727,0.316,False,372,"(58.31, 44.89)",False
5.416,283.723,0.346,False,382,"(58.2, 47.54)",False
5.858,289.74,0.389,False,378,"(57.53, 43.5)",False
4.967,295.523,0.357,False,412,"(58.26, 44.4)",False
4.926,302.657,0.411,False,412,"(57.95, 43.28)",False
4.904,304.653,0.481,False,413,"(57.92, 42.84)",False
4.516,296.476,0.553,False,405,"(56.86, 41.79)",False
5.06,299.83,0.244,False,397,"(59.74, 40.56)",False
4.979,308.7,0.377,False,357,"(59.04, 40.55)",False
4.818,311.021,0.423,False,406,"(59.49, 40.57)",False
4.429,320.369,0.402,False,379,"(59.16, 40.86)",False
5.085,319.159,0.19,False,409,"(59.75, 42.06)",False
5.256,314.632,0.345,False,362,"(59.82, 42.93)",False
5.133,314.559,0.444,False,392,"(58.48, 44.96)",False
5.272,322.481,0.181,False,374,"(57.65, 43.37)",False
5.345,323.314,0.378,False,392,"(55.37, 44.68)",False
10.157,328.449,0.317,False,410,"(58.05, 45.95)",False
